"","mp.description","MGI.ID","MP.ID","MP.Term","TS28.mutant.expression.detected","mp.top.term.x","hp.top.term","HPO.superclass.description","mp.top.term.y"
"175","embryo phenotype","MGI:103577","MP:0005029","abnormal amnion morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"176","embryo phenotype","MGI:104659","MP:0008029","abnormal paraxial mesoderm morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"177","embryo phenotype","MGI:96608","MP:0003231","abnormal placenta vasculature","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"178","embryo phenotype","MGI:103577","MP:0006372","impaired placental function","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"179","embryo phenotype","MGI:1346832","MP:0002836","abnormal chorion morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"180","embryo phenotype","MGI:88180","MP:0004559","small allantois","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"181","embryo phenotype","MGI:95664","MP:0001698","decreased embryo size","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"182","embryo phenotype","MGI:105097","MP:0001698","decreased embryo size","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"183","embryo phenotype","MGI:1921367","MP:0004957","abnormal blastocyst morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"184","embryo phenotype","MGI:104853","MP:0003400","kinked neural tube","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"185","embryo phenotype","MGI:96608","MP:0001711","abnormal placenta morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"186","embryo phenotype","MGI:1915363","MP:0001698","decreased embryo size","No","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"187","embryo phenotype","MGI:87871","MP:0001697","abnormal embryo size","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"188","embryo phenotype","MGI:101926","MP:0020350","fused pharyngeal arches","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"189","embryo phenotype","MGI:1347476","MP:0011183","abnormal primitive endoderm morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"190","embryo phenotype","MGI:95408","MP:0001722","pale yolk sac","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"191","embryo phenotype","MGI:88180","MP:0003087","absent allantois","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"192","embryo phenotype","MGI:95566","MP:0013200","head mesenchyme hypoplasia","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"193","embryo phenotype","MGI:1347470","MP:0010117","abnormal lateral plate mesoderm morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"194","embryo phenotype","MGI:96257","MP:0001698","decreased embryo size","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"195","embryo phenotype","MGI:101757","MP:0002151","abnormal neural tube morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"196","embryo phenotype","MGI:103580","MP:0002672","abnormal pharyngeal arch artery morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"197","embryo phenotype","MGI:104564","MP:0004260","enlarged placenta","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"198","embryo phenotype","MGI:1306784","MP:0001698","decreased embryo size","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"199","embryo phenotype","MGI:1935147","MP:0001698","decreased embryo size","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"200","embryo phenotype","MGI:107516","MP:0011183","abnormal primitive endoderm morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"201","embryo phenotype","MGI:103577","MP:0001711","abnormal placenta morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"202","embryo phenotype","MGI:103580","MP:0013164","abnormal forelimb bud morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"203","embryo phenotype","MGI:95407","MP:0001711","abnormal placenta morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"204","embryo phenotype","MGI:88452","MP:0004711","persistence of notochord tissue","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"205","embryo phenotype","MGI:95522","MP:0012183","decreased paraxial mesoderm size","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"206","embryo phenotype","MGI:99433","MP:0011186","abnormal visceral endoderm morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"207","embryo phenotype","MGI:99433","MP:0001698","decreased embryo size","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"208","embryo phenotype","MGI:95523","MP:0004965","inner cell mass degeneration","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"209","embryo phenotype","MGI:99604","MP:0002231","abnormal primitive streak morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"210","embryo phenotype","MGI:2177178","MP:0001698","decreased embryo size","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"211","embryo phenotype","MGI:1100864","MP:0004131","abnormal motile primary cilium morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"212","embryo phenotype","MGI:1096376","MP:0001698","decreased embryo size","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"213","embryo phenotype","MGI:105097","MP:0005223","abnormal dorsal-ventral polarity of the somites","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"214","embryo phenotype","MGI:103580","MP:0005650","abnormal limb bud morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"215","embryo phenotype","MGI:97513","MP:0001698","decreased embryo size","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"216","embryo phenotype","MGI:88381","MP:0001722","pale yolk sac","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"217","embryo phenotype","MGI:102551","MP:0001698","decreased embryo size","No","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"218","embryo phenotype","MGI:87986","MP:0004256","abnormal maternal decidual layer morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"219","embryo phenotype","MGI:96067","MP:0001698","decreased embryo size","No","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"220","embryo phenotype","MGI:88180","MP:0001726","abnormal allantois morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"221","embryo phenotype","MGI:1349409","MP:0002718","abnormal inner cell mass morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"222","embryo phenotype","MGI:96175","MP:0006340","abnormal fourth pharyngeal arch morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"223","embryo phenotype","MGI:95522","MP:0001697","abnormal embryo size","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"224","embryo phenotype","MGI:1096376","MP:0001697","abnormal embryo size","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"225","embryo phenotype","MGI:95389","MP:0001679","thin apical ectodermal ridge","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"226","embryo phenotype","MGI:88071","MP:0001711","abnormal placenta morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"227","embryo phenotype","MGI:88071","MP:0003231","abnormal placenta vasculature","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"228","embryo phenotype","MGI:104659","MP:0004066","abnormal primitive node morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"229","embryo phenotype","MGI:95729","MP:0002151","abnormal neural tube morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"230","embryo phenotype","MGI:1931256","MP:0011186","abnormal visceral endoderm morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"231","embryo phenotype","MGI:95721","MP:0004259","small placenta","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"232","embryo phenotype","MGI:95522","MP:0011732","decreased somite size","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"233","embryo phenotype","MGI:98505","MP:0012162","absent parietal endoderm","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"234","embryo phenotype","MGI:95526","MP:0001698","decreased embryo size","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"235","embryo phenotype","MGI:1100864","MP:0004066","abnormal primitive node morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"236","embryo phenotype","MGI:2443893","MP:0004131","abnormal motile primary cilium morphology","No","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"237","embryo phenotype","MGI:101926","MP:0002884","abnormal pharyngeal arch morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"238","embryo phenotype","MGI:95561","MP:0001722","pale yolk sac","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"239","embryo phenotype","MGI:1351315","MP:0001698","decreased embryo size","No","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"240","embryo phenotype","MGI:95283","MP:0002672","abnormal pharyngeal arch artery morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"241","embryo phenotype","MGI:95566","MP:0000932","absent notochord","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"242","embryo phenotype","MGI:95566","MP:0002151","abnormal neural tube morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"243","embryo phenotype","MGI:88381","MP:0001698","decreased embryo size","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"244","embryo phenotype","MGI:109337","MP:0001698","decreased embryo size","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"245","embryo phenotype","MGI:88180","MP:0002836","abnormal chorion morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"246","embryo phenotype","MGI:2387107","MP:0004255","abnormal spongiotrophoblast layer morphology","No","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"247","embryo phenotype","MGI:103302","MP:0001676","abnormal apical ectodermal ridge morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"248","embryo phenotype","MGI:95523","MP:0003231","abnormal placenta vasculature","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"249","embryo phenotype","MGI:99604","MP:0001726","abnormal allantois morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"250","embryo phenotype","MGI:95388","MP:0009074","Wolffian duct degeneration","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"251","embryo phenotype","MGI:88180","MP:0011260","abnormal head mesenchyme morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"252","embryo phenotype","MGI:1347466","MP:0006354","abnormal fourth pharyngeal arch artery morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"253","embryo phenotype","MGI:96086","MP:0008533","abnormal anterior visceral endoderm morphology","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
"254","embryo phenotype","MGI:1270862","MP:0001697","abnormal embryo size","Yes","MP:0005380","HP:0001197","Abnormality of prenatal development or birth","MP:0005380"
