Marker.Symbol	MGI.Accession.ID	Gene.ID
Ablim2	MGI:2385758	ENSMUSG00000029095
Ablim3	MGI:2442582	ENSMUSG00000032735
Abr	MGI:107771	ENSMUSG00000017631
Abra	MGI:2444891	ENSMUSG00000042895
Abracl	MGI:1920362	ENSMUSG00000078453
Abraxas1	MGI:1917931	ENSMUSG00000035234
Abraxas2	MGI:1926116	ENSMUSG00000030965
Abt1	MGI:1353636	ENSMUSG00000036376
Abtb1	MGI:1933148	ENSMUSG00000030083
Abtb2	MGI:2139365	ENSMUSG00000032724
Acaa1a	MGI:2148491	ENSMUSG00000036138
Acaa1b	MGI:3605455	ENSMUSG00000010651
Acaa2	MGI:1098623	ENSMUSG00000036880
Acaca	MGI:108451	ENSMUSG00000020532
Acacb	MGI:2140940	ENSMUSG00000042010
Acad10	MGI:1919235	ENSMUSG00000029456
Acad11	MGI:2143169	ENSMUSG00000090150
Acad12	MGI:2443320	ENSMUSG00000042647
Acad8	MGI:1914198	ENSMUSG00000031969
Acad9	MGI:1914272	ENSMUSG00000027710
Acadl	MGI:87866	ENSMUSG00000026003
Acadm	MGI:87867	ENSMUSG00000062908
Acads	MGI:87868	ENSMUSG00000029545
Acadsb	MGI:1914135	ENSMUSG00000030861
Acadvl	MGI:895149	ENSMUSG00000018574
Acan	MGI:99602	ENSMUSG00000030607
Acap1	MGI:2388270	ENSMUSG00000001588
Acap2	MGI:1925868	ENSMUSG00000049076
Acap3	MGI:2153589	ENSMUSG00000029033
Acat1	MGI:87870	ENSMUSG00000032047
Acat2	MGI:87871	ENSMUSG00000023832
Acat3	MGI:109182	ENSMUSG00000062480
Acbd3	MGI:2181074	ENSMUSG00000026499
Acbd4	MGI:1914381	ENSMUSG00000056938
Acbd5	MGI:1921409	ENSMUSG00000026781
Acbd6	MGI:1919732	ENSMUSG00000033701
Acbd7	MGI:1925495	ENSMUSG00000026644
Accs	MGI:1919717	ENSMUSG00000040272
Accsl	MGI:3584519	ENSMUSG00000075023
Acd	MGI:87873	ENSMUSG00000038000
Ace	MGI:87874	ENSMUSG00000020681
Ace2	MGI:1917258	ENSMUSG00000015405
Acer1	MGI:2181962	ENSMUSG00000045019
Acer2	MGI:1920932	ENSMUSG00000038007
Acer3	MGI:1913440	ENSMUSG00000030760
Ache	MGI:87876	ENSMUSG00000023328
Acin1	MGI:1891824	ENSMUSG00000022185
Ackr1	MGI:1097689	ENSMUSG00000037872
Ackr2	MGI:1891697	ENSMUSG00000044534
Ackr3	MGI:109562	ENSMUSG00000044337
Ackr4	MGI:2181676	ENSMUSG00000079355
Acly	MGI:103251	ENSMUSG00000020917
Acmsd	MGI:2386323	ENSMUSG00000026348
Acnat1	MGI:2140197	ENSMUSG00000070985
Acnat2	MGI:2444345	ENSMUSG00000060317
Aco1	MGI:87879	ENSMUSG00000028405
Aco2	MGI:87880	ENSMUSG00000022477
Acot1	MGI:1349396	ENSMUSG00000072949
Acot10	MGI:1928940	ENSMUSG00000047565
Acot11	MGI:1913736	ENSMUSG00000034853
Acot12	MGI:1921406	ENSMUSG00000021620
Acot13	MGI:1914084	ENSMUSG00000006717
Acot2	MGI:2159605	ENSMUSG00000021226
Acot3	MGI:2159619	ENSMUSG00000021228
Acot4	MGI:2159621	ENSMUSG00000052392
Acot6	MGI:1921287	ENSMUSG00000043487
Acot7	MGI:1917275	ENSMUSG00000028937
Acot8	MGI:2158201	ENSMUSG00000017307
Acot9	MGI:1928939	ENSMUSG00000025287
Acox1	MGI:1330812	ENSMUSG00000020777
Acox2	MGI:1934852	ENSMUSG00000021751
Acox3	MGI:1933156	ENSMUSG00000029098
Acoxl	MGI:1921371	ENSMUSG00000027380
Acp1	MGI:87881	ENSMUSG00000044573
Acp2	MGI:87882	ENSMUSG00000002103
Acp5	MGI:87883	ENSMUSG00000001348
Acp6	MGI:1931010	ENSMUSG00000028093
Acp7	MGI:2142121	ENSMUSG00000037469
Acpp	MGI:1928480	ENSMUSG00000032561
Acr	MGI:87884	ENSMUSG00000022622
Acrbp	MGI:1859515	ENSMUSG00000072770
Acsbg1	MGI:2385656	ENSMUSG00000032281
Acsf2	MGI:2388287	ENSMUSG00000076435
Acsf3	MGI:2182591	ENSMUSG00000015016
Acsl1	MGI:102797	ENSMUSG00000018796
Acsl3	MGI:1921455	ENSMUSG00000032883
Acsl4	MGI:1354713	ENSMUSG00000031278
Acsl5	MGI:1919129	ENSMUSG00000024981
Acsl6	MGI:894291	ENSMUSG00000020333
Acsm1	MGI:2152200	ENSMUSG00000033533
Acsm3	MGI:99538	ENSMUSG00000030935
Acsm4	MGI:2681844	ENSMUSG00000047026
Acss1	MGI:1915988	ENSMUSG00000027452
Acss2	MGI:1890410	ENSMUSG00000027605
Acss3	MGI:2685720	ENSMUSG00000035948
Acta1	MGI:87902	ENSMUSG00000031972
Acta2	MGI:87909	ENSMUSG00000035783
Actb	MGI:87904	ENSMUSG00000029580
Actc1	MGI:87905	ENSMUSG00000068614
Actg1	MGI:87906	ENSMUSG00000062825
Actg2	MGI:104589	ENSMUSG00000059430
Actl10	MGI:1917612	ENSMUSG00000078129
Actl6a	MGI:1861453	ENSMUSG00000027671
Actl6b	MGI:1933548	ENSMUSG00000029712
Actl7a	MGI:1343051	ENSMUSG00000070979
Actl7b	MGI:1343053	ENSMUSG00000070980
Actl9	MGI:1916731	ENSMUSG00000092519
Actn1	MGI:2137706	ENSMUSG00000015143
Actn2	MGI:109192	ENSMUSG00000052374
Actn3	MGI:99678	ENSMUSG00000006457
Actn4	MGI:1890773	ENSMUSG00000054808
Actr10	MGI:1891654	ENSMUSG00000021076
Actr1a	MGI:1858964	ENSMUSG00000025228
Actr1b	MGI:1917446	ENSMUSG00000037351
Actr2	MGI:1913963	ENSMUSG00000020152
Actr3	MGI:1921367	ENSMUSG00000026341
Actr3b	MGI:2661120	ENSMUSG00000056367
Actr5	MGI:1924748	ENSMUSG00000037761
Actr6	MGI:1914269	ENSMUSG00000019948
Actr8	MGI:1860775	ENSMUSG00000015971
Actrt3	MGI:1923902	ENSMUSG00000037737
Acvr1	MGI:87911	ENSMUSG00000026836
Acvr1b	MGI:1338944	ENSMUSG00000000532
Acvr1c	MGI:2661081	ENSMUSG00000026834
Acvr2a	MGI:102806	ENSMUSG00000052155
Acvr2b	MGI:87912	ENSMUSG00000061393
Acvrl1	MGI:1338946	ENSMUSG00000000530
Acy1	MGI:87913	ENSMUSG00000023262
Acy3	MGI:1918920	ENSMUSG00000024866
Acyp1	MGI:1913454	ENSMUSG00000008822
Acyp2	MGI:1922822	ENSMUSG00000060923
Ada	MGI:87916	ENSMUSG00000017697
Adad1	MGI:103258	ENSMUSG00000027719
Adad2	MGI:1923023	ENSMUSG00000024266
Adal	MGI:1923144	ENSMUSG00000027259
Adam10	MGI:109548	ENSMUSG00000054693
Adam11	MGI:1098667	ENSMUSG00000020926
Adam12	MGI:105378	ENSMUSG00000054555
Adam15	MGI:1333882	ENSMUSG00000028041
Adam17	MGI:1096335	ENSMUSG00000052593
Adam18	MGI:105986	ENSMUSG00000031552
Adam19	MGI:105377	ENSMUSG00000011256
Adam1a	MGI:2429504	ENSMUSG00000072647
Adam1b	MGI:2429506	ENSMUSG00000062438
Adam2	MGI:1340894	ENSMUSG00000022039
Adam21	MGI:1861229	ENSMUSG00000008438
Adam22	MGI:1340046	ENSMUSG00000040537
Adam23	MGI:1345162	ENSMUSG00000025964
Adam28	MGI:105988	ENSMUSG00000014725
Adam3	MGI:102518	ENSMUSG00000031553
Adam32	MGI:2653822	ENSMUSG00000037437
Adam33	MGI:1341813	ENSMUSG00000027318
Adam4	MGI:104731	ENSMUSG00000072972
Adam5	MGI:104730	ENSMUSG00000031554
Adam7	MGI:107247	ENSMUSG00000022056
Adam8	MGI:107825	ENSMUSG00000025473
Adam9	MGI:105376	ENSMUSG00000031555
Adamdec1	MGI:1917650	ENSMUSG00000022057
Adamts1	MGI:109249	ENSMUSG00000022893
Adamts10	MGI:2449112	ENSMUSG00000024299
Adamts12	MGI:2146046	ENSMUSG00000047497
Adamts13	MGI:2685556	ENSMUSG00000014852
Adamts14	MGI:2179942	ENSMUSG00000059901
Adamts15	MGI:2449569	ENSMUSG00000033453
Adamts16	MGI:2429637	ENSMUSG00000049538
Adamts17	MGI:3588195	ENSMUSG00000058145
Adamts18	MGI:2442600	ENSMUSG00000053399
Adamts19	MGI:2442875	ENSMUSG00000053441
Adamts2	MGI:1347356	ENSMUSG00000036545
Adamts20	MGI:2660628	ENSMUSG00000022449
Adamts3	MGI:3045353	ENSMUSG00000043635
Adamts4	MGI:1339949	ENSMUSG00000006403
Adamts5	MGI:1346321	ENSMUSG00000022894
Adamts6	MGI:1347348	ENSMUSG00000046169
Adamts7	MGI:1347346	ENSMUSG00000032363
Adamts8	MGI:1353468	ENSMUSG00000031994
Adamts9	MGI:1916320	ENSMUSG00000030022
Adamtsl1	MGI:1924989	ENSMUSG00000066113
Adamtsl2	MGI:1925044	ENSMUSG00000036040
Adamtsl3	MGI:3028499	ENSMUSG00000070469
Adamtsl4	MGI:2389008	ENSMUSG00000015850
Adamtsl5	MGI:1913798	ENSMUSG00000043822
Adap1	MGI:2442201	ENSMUSG00000056413
Adap2	MGI:2663075	ENSMUSG00000020709
Adar	MGI:1889575	ENSMUSG00000027951
Adarb1	MGI:891999	ENSMUSG00000020262
Adarb2	MGI:2151118	ENSMUSG00000052551
Adat1	MGI:1353631	ENSMUSG00000031949
Adat2	MGI:1914007	ENSMUSG00000019808
Adat3	MGI:1924344	ENSMUSG00000035370
Adck1	MGI:1919363	ENSMUSG00000021044
Adck2	MGI:1889336	ENSMUSG00000046947
Adck5	MGI:2679274	ENSMUSG00000022550
Adcy1	MGI:99677	ENSMUSG00000020431
Adcy10	MGI:2660854	ENSMUSG00000026567
Adcy2	MGI:99676	ENSMUSG00000021536
Adcy3	MGI:99675	ENSMUSG00000020654
Adcy4	MGI:99674	ENSMUSG00000022220
Adcy5	MGI:99673	ENSMUSG00000022840
Adcy6	MGI:87917	ENSMUSG00000022994
Adcy7	MGI:102891	ENSMUSG00000031659
Adcy8	MGI:1341110	ENSMUSG00000022376
Adcy9	MGI:108450	ENSMUSG00000005580
Adcyap1	MGI:105094	ENSMUSG00000024256
Adcyap1r1	MGI:108449	ENSMUSG00000029778
Add1	MGI:87918	ENSMUSG00000029106
Add2	MGI:87919	ENSMUSG00000030000
Add3	MGI:1351615	ENSMUSG00000025026
Adgb	MGI:3605549	ENSMUSG00000050994
Adgra1	MGI:1277167	ENSMUSG00000025475
Adgra2	MGI:1925810	ENSMUSG00000031486
Adgra3	MGI:1917943	ENSMUSG00000029090
Adgrb1	MGI:1933736	ENSMUSG00000034730
Adgrb2	MGI:2451244	ENSMUSG00000028782
Adgrb3	MGI:2441837	ENSMUSG00000033569
Adgrd1	MGI:3041203	ENSMUSG00000044017
Adgre1	MGI:106912	ENSMUSG00000004730
Adgre4	MGI:1196464	ENSMUSG00000032915
Adgre5	MGI:1347095	ENSMUSG00000002885
Adgrf1	MGI:1924846	ENSMUSG00000041293
Adgrf2	MGI:2182728	ENSMUSG00000057899
Adgrf3	MGI:2685887	ENSMUSG00000067642
Adgrf4	MGI:1925499	ENSMUSG00000023918
Adgrf5	MGI:2182928	ENSMUSG00000056492
Adgrg1	MGI:1340051	ENSMUSG00000031785
Adgrg2	MGI:2446854	ENSMUSG00000031298
Adgrg3	MGI:1859670	ENSMUSG00000060470
Adgrg4	MGI:2685213	ENSMUSG00000053852
Adgrg5	MGI:2685955	ENSMUSG00000061577
Adgrg6	MGI:1916151	ENSMUSG00000039116
Adgrg7	MGI:2441732	ENSMUSG00000022755
Adgrl1	MGI:1929461	ENSMUSG00000013033
Adgrl2	MGI:2139714	ENSMUSG00000028184
Adgrl3	MGI:2441950	ENSMUSG00000037605
Adgrl4	MGI:2655562	ENSMUSG00000039167
Adgrv1	MGI:1274784	ENSMUSG00000069170
Adh1	MGI:87921	ENSMUSG00000074207
Adh4	MGI:1349472	ENSMUSG00000037797
Adh5	MGI:87929	ENSMUSG00000028138
Adh6a	MGI:1916367	ENSMUSG00000053054
Adh6b	MGI:2446626	ENSMUSG00000074206
Adh7	MGI:87926	ENSMUSG00000055301
Adhfe1	MGI:1923437	ENSMUSG00000025911
Adi1	MGI:2144929	ENSMUSG00000020629
Adig	MGI:2675492	ENSMUSG00000044405
Adipoq	MGI:106675	ENSMUSG00000022878
Adipor1	MGI:1919924	ENSMUSG00000026457
Adipor2	MGI:93830	ENSMUSG00000030168
Adk	MGI:87930	ENSMUSG00000039197
Adm	MGI:108058	ENSMUSG00000030790
Adm2	MGI:2675256	ENSMUSG00000054136
Adnp	MGI:1338758	ENSMUSG00000051149
Adnp2	MGI:2448562	ENSMUSG00000053950
Ado	MGI:2685083	ENSMUSG00000057134
Adora1	MGI:99401	ENSMUSG00000042429
Adora2a	MGI:99402	ENSMUSG00000020178
Adora2b	MGI:99403	ENSMUSG00000018500
Adora3	MGI:104847	ENSMUSG00000000562
Adpgk	MGI:1919391	ENSMUSG00000025236
Adprh	MGI:1098234	ENSMUSG00000002844
Adprhl1	MGI:2442168	ENSMUSG00000031448
Adprhl2	MGI:2140364	ENSMUSG00000042558
Adprm	MGI:1913608	ENSMUSG00000020910
Adra1a	MGI:104773	ENSMUSG00000045875
Adra1b	MGI:104774	ENSMUSG00000050541
Adra1d	MGI:106673	ENSMUSG00000027335
Adra2a	MGI:87934	ENSMUSG00000033717
Adra2b	MGI:87935	ENSMUSG00000058620
Adra2c	MGI:87936	ENSMUSG00000045318
Adrb1	MGI:87937	ENSMUSG00000035283
Adrb2	MGI:87938	ENSMUSG00000045730
Adrb3	MGI:87939	ENSMUSG00000031489
Adrm1	MGI:1929289	ENSMUSG00000039041
Adsl	MGI:103202	ENSMUSG00000022407
Adss	MGI:87948	ENSMUSG00000015961
Adssl1	MGI:87947	ENSMUSG00000011148
Adtrp	MGI:1924596	ENSMUSG00000058022
Aebp1	MGI:1197012	ENSMUSG00000020473
Aebp2	MGI:1338038	ENSMUSG00000030232
Aen	MGI:1915298	ENSMUSG00000030609
Aes	MGI:95806	ENSMUSG00000054452
AF366264	MGI:2667157	ENSMUSG00000057116
AF529169	MGI:2667167	ENSMUSG00000039313
Afap1	MGI:1917542	ENSMUSG00000029094
Afap1l1	MGI:2147199	ENSMUSG00000033032
Afap1l2	MGI:2147658	ENSMUSG00000025083
Afdn	MGI:1314653	ENSMUSG00000068036
Aff1	MGI:1100819	ENSMUSG00000029313
Aff2	MGI:1202294	ENSMUSG00000031189
Aff3	MGI:106927	ENSMUSG00000037138
Aff4	MGI:2136171	ENSMUSG00000049470
Afg1l	MGI:2148801	ENSMUSG00000038302
Afg3l1	MGI:1928277	ENSMUSG00000031967
Afg3l2	MGI:1916847	ENSMUSG00000024527
Afm	MGI:2429409	ENSMUSG00000029369
Afmid	MGI:2448704	ENSMUSG00000017718
Afp	MGI:87951	ENSMUSG00000054932
Aftph	MGI:1923012	ENSMUSG00000049659
Aga	MGI:104873	ENSMUSG00000031521
Agap1	MGI:2653690	ENSMUSG00000055013
Agap2	MGI:3580016	ENSMUSG00000025422
Agap3	MGI:2183446	ENSMUSG00000023353
Agbl1	MGI:3646469	ENSMUSG00000025754
Agbl2	MGI:2443254	ENSMUSG00000040812
Agbl3	MGI:1923473	ENSMUSG00000038836
Agbl4	MGI:1918244	ENSMUSG00000061298
Agbl5	MGI:2441745	ENSMUSG00000029165
Ager	MGI:893592	ENSMUSG00000015452
Agfg1	MGI:1333754	ENSMUSG00000026159
Agfg2	MGI:2443267	ENSMUSG00000029722
Aggf1	MGI:1913799	ENSMUSG00000021681
Agk	MGI:1917173	ENSMUSG00000029916
Agl	MGI:1924809	ENSMUSG00000033400
Agmat	MGI:1923236	ENSMUSG00000040706
Agmo	MGI:2442495	ENSMUSG00000050103
Ago1	MGI:2446630	ENSMUSG00000041530
Ago2	MGI:2446632	ENSMUSG00000036698
Ago3	MGI:2446634	ENSMUSG00000028842
Ago4	MGI:1924100	ENSMUSG00000042500
Agpat1	MGI:1932075	ENSMUSG00000034254
Agpat2	MGI:1914762	ENSMUSG00000026922
Agpat3	MGI:1336186	ENSMUSG00000001211
Agpat4	MGI:1915512	ENSMUSG00000023827
Agpat5	MGI:1196345	ENSMUSG00000031467
Agps	MGI:2443065	ENSMUSG00000042410
Agr2	MGI:1344405	ENSMUSG00000020581
Agrn	MGI:87961	ENSMUSG00000041936
Agrp	MGI:892013	ENSMUSG00000005705
Agt	MGI:87963	ENSMUSG00000031980
Agtpbp1	MGI:2159437	ENSMUSG00000021557
Agtr1a	MGI:87964	ENSMUSG00000049115
Agtr1b	MGI:87965	ENSMUSG00000054988
Agtr2	MGI:87966	ENSMUSG00000068122
Agtrap	MGI:1339977	ENSMUSG00000029007
Agxt	MGI:1329033	ENSMUSG00000026272
Agxt2	MGI:2146052	ENSMUSG00000089678
Ahctf1	MGI:1915033	ENSMUSG00000026491
Ahcy	MGI:87968	ENSMUSG00000027597
Ahcyl1	MGI:2385184	ENSMUSG00000027893
Ahcyl2	MGI:1921590	ENSMUSG00000029772
Ahdc1	MGI:2444218	ENSMUSG00000037692
Ahi1	MGI:87971	ENSMUSG00000019986
Ahnak	MGI:1316648	ENSMUSG00000069833
Ahnak2	MGI:2144831	ENSMUSG00000072812
Ahr	MGI:105043	ENSMUSG00000019256
Ahrr	MGI:1333776	ENSMUSG00000021575
Ahsa1	MGI:2387603	ENSMUSG00000021037
Ahsa2	MGI:1916133	ENSMUSG00000020288
Ahsg	MGI:107189	ENSMUSG00000022868
AI182371	MGI:2138853	ENSMUSG00000035875
AI314180	MGI:2140220	ENSMUSG00000050812
AI413582	MGI:2146839	ENSMUSG00000062753
AI429214	MGI:2142538	ENSMUSG00000074384
AI464131	MGI:2140300	ENSMUSG00000046312
AI467606	MGI:2141979	ENSMUSG00000045165
AI481877	MGI:2140313	ENSMUSG00000038598
AI593442	MGI:2143099	ENSMUSG00000078307
AI597479	MGI:2138299	ENSMUSG00000010290
AI606181	MGI:2147586	ENSMUSG00000074873
AI661453	MGI:2146908	ENSMUSG00000034382
AI837181	MGI:2147598	ENSMUSG00000047423
AI846148	MGI:2147611	ENSMUSG00000024970
AI854703	MGI:2141510	ENSMUSG00000053297
AI987944	MGI:2142079	ENSMUSG00000056383
Aicda	MGI:1342279	ENSMUSG00000040627
Aida	MGI:1919737	ENSMUSG00000042901
Aif1	MGI:1343098	ENSMUSG00000024397
Aif1l	MGI:1919598	ENSMUSG00000001864
Aifm1	MGI:1349419	ENSMUSG00000036932
Aifm2	MGI:1918611	ENSMUSG00000020085
Aifm3	MGI:1919418	ENSMUSG00000022763
Aig1	MGI:1913503	ENSMUSG00000019806
Aim2	MGI:2686159	ENSMUSG00000037860
Aimp1	MGI:102774	ENSMUSG00000028029
Aimp2	MGI:2385237	ENSMUSG00000029610
Aip	MGI:109622	ENSMUSG00000024847
Aipl1	MGI:2148800	ENSMUSG00000040554
Aire	MGI:1338803	ENSMUSG00000000731
Ajap1	MGI:2685419	ENSMUSG00000039546
Ajuba	MGI:1341886	ENSMUSG00000022178
Ak1	MGI:87977	ENSMUSG00000026817
AK157302	MGI:3574096	ENSMUSG00000078139
Ak2	MGI:87978	ENSMUSG00000028792
Ak3	MGI:1860835	ENSMUSG00000024782
Ak4	MGI:87979	ENSMUSG00000028527
Ak5	MGI:2677491	ENSMUSG00000039058
Ak6	MGI:5510732	ENSMUSG00000078941
Ak7	MGI:1926051	ENSMUSG00000041323
Ak8	MGI:1916120	ENSMUSG00000026807
Ak9	MGI:2685080	ENSMUSG00000091415
Akain1	MGI:2444600	ENSMUSG00000091636
Akap1	MGI:104729	ENSMUSG00000018428
Akap10	MGI:1890218	ENSMUSG00000047804
Akap11	MGI:2684060	ENSMUSG00000022016
Akap12	MGI:1932576	ENSMUSG00000038587
Akap13	MGI:2676556	ENSMUSG00000066406
Akap14	MGI:3618288	ENSMUSG00000036551
Akap17b	MGI:2443758	ENSMUSG00000059708
Akap2	MGI:1306795	ENSMUSG00000038729
Akap3	MGI:1341149	ENSMUSG00000030344
Akap5	MGI:2685104	ENSMUSG00000021057
Akap6	MGI:3050566	ENSMUSG00000061603
Akap7	MGI:1859150	ENSMUSG00000039166
Akap8	MGI:1928488	ENSMUSG00000024045
Akap8l	MGI:1860606	ENSMUSG00000002625
Akap9	MGI:2178217	ENSMUSG00000040407
Akip1	MGI:3041226	ENSMUSG00000031023
Akirin1	MGI:1915300	ENSMUSG00000023075
Akirin2	MGI:1889364	ENSMUSG00000028291
Akna	MGI:2140340	ENSMUSG00000039158
Aknad1	MGI:3584453	ENSMUSG00000049565
Akr1a1	MGI:1929955	ENSMUSG00000028692
Akr1b10	MGI:1915111	ENSMUSG00000061758
Akr1b3	MGI:1353494	ENSMUSG00000001642
Akr1b7	MGI:101918	ENSMUSG00000052131
Akr1b8	MGI:107673	ENSMUSG00000029762
Akr1c12	MGI:1351661	ENSMUSG00000021211
Akr1c13	MGI:1351662	ENSMUSG00000021213
Akr1c14	MGI:2145458	ENSMUSG00000033715
Akr1c18	MGI:2145420	ENSMUSG00000021214
Akr1c19	MGI:2653678	ENSMUSG00000071551
Akr1c21	MGI:1924587	ENSMUSG00000021207
Akr1cl	MGI:1918111	ENSMUSG00000025955
Akr1d1	MGI:2384785	ENSMUSG00000038641
Akr1e1	MGI:1914758	ENSMUSG00000045410
Akr7a5	MGI:107796	ENSMUSG00000028743
Akt1	MGI:87986	ENSMUSG00000001729
Akt1s1	MGI:1914855	ENSMUSG00000011096
Akt2	MGI:104874	ENSMUSG00000004056
Akt3	MGI:1345147	ENSMUSG00000019699
Aktip	MGI:3693832	ENSMUSG00000031667
Alad	MGI:96853	ENSMUSG00000028393
Alas1	MGI:87989	ENSMUSG00000032786
Alas2	MGI:87990	ENSMUSG00000025270
Alb	MGI:87991	ENSMUSG00000029368
Alcam	MGI:1313266	ENSMUSG00000022636
Aldh16a1	MGI:1916998	ENSMUSG00000007833
Aldh18a1	MGI:1888908	ENSMUSG00000025007
Aldh1a1	MGI:1353450	ENSMUSG00000053279
Aldh1a2	MGI:107928	ENSMUSG00000013584
Aldh1a3	MGI:1861722	ENSMUSG00000015134
Aldh1a7	MGI:1347050	ENSMUSG00000024747
Aldh1b1	MGI:1919785	ENSMUSG00000035561
Aldh1l1	MGI:1340024	ENSMUSG00000030088
Aldh1l2	MGI:2444680	ENSMUSG00000020256
Aldh2	MGI:99600	ENSMUSG00000029455
Aldh3a1	MGI:1353451	ENSMUSG00000019102
Aldh3a2	MGI:1353452	ENSMUSG00000010025
Aldh3b1	MGI:1914939	ENSMUSG00000024885
Aldh3b2	MGI:2147613	ENSMUSG00000075296
Aldh4a1	MGI:2443883	ENSMUSG00000028737
Aldh5a1	MGI:2441982	ENSMUSG00000035936
Aldh6a1	MGI:1915077	ENSMUSG00000021238
Aldh7a1	MGI:108186	ENSMUSG00000053644
Aldh8a1	MGI:2653900	ENSMUSG00000037542
Aldh9a1	MGI:1861622	ENSMUSG00000026687
Aldoa	MGI:87994	ENSMUSG00000030695
Aldoart1	MGI:2447811	ENSMUSG00000059343
Aldob	MGI:87995	ENSMUSG00000028307
Aldoc	MGI:101863	ENSMUSG00000017390
Alg1	MGI:2384774	ENSMUSG00000039427
Alg10b	MGI:2146159	ENSMUSG00000075470
Alg11	MGI:2142632	ENSMUSG00000063362
Alg12	MGI:2385025	ENSMUSG00000035845
Alg13	MGI:1914824	ENSMUSG00000041718
Alg14	MGI:1914039	ENSMUSG00000039887
Alg2	MGI:1914731	ENSMUSG00000039740
Alg3	MGI:1098592	ENSMUSG00000033809
Alg5	MGI:1913498	ENSMUSG00000036632
Alg6	MGI:2444031	ENSMUSG00000073792
Alg8	MGI:2141959	ENSMUSG00000035704
Alg9	MGI:1924753	ENSMUSG00000032059
Alk	MGI:103305	ENSMUSG00000055471
Alkal1	MGI:3645495	ENSMUSG00000087247
Alkal2	MGI:3697448	ENSMUSG00000054204
Alkbh1	MGI:2384034	ENSMUSG00000079036
Alkbh2	MGI:2141032	ENSMUSG00000044339
Alkbh3	MGI:1916363	ENSMUSG00000040174
Alkbh4	MGI:1919291	ENSMUSG00000039754
Alkbh5	MGI:2144489	ENSMUSG00000042650
Alkbh6	MGI:2142037	ENSMUSG00000042831
Alkbh7	MGI:1913650	ENSMUSG00000002661
Alkbh8	MGI:1914917	ENSMUSG00000025899
Alms1	MGI:1934606	ENSMUSG00000063810
Alox12	MGI:87998	ENSMUSG00000000320
Alox12b	MGI:1274782	ENSMUSG00000032807
Alox12e	MGI:1274790	ENSMUSG00000018907
Alox15	MGI:87997	ENSMUSG00000018924
Alox5	MGI:87999	ENSMUSG00000025701
Alox5ap	MGI:107505	ENSMUSG00000060063
Alox8	MGI:1098228	ENSMUSG00000020891
Aloxe3	MGI:1345140	ENSMUSG00000020892
Alpk1	MGI:1918731	ENSMUSG00000028028
Alpk2	MGI:2449492	ENSMUSG00000032845
Alpk3	MGI:2151224	ENSMUSG00000038763
Alpl	MGI:87983	ENSMUSG00000028766
Als2	MGI:1921268	ENSMUSG00000026024
Als2cl	MGI:2447532	ENSMUSG00000044037
Als2cr12	MGI:1918359	ENSMUSG00000047528
Alx1	MGI:104621	ENSMUSG00000036602
Alx3	MGI:1277097	ENSMUSG00000014603
Alx4	MGI:108359	ENSMUSG00000040310
Alyref	MGI:1341044	ENSMUSG00000025134
Alyref2	MGI:1913144	ENSMUSG00000060244
Amacr	MGI:1098273	ENSMUSG00000022244
Ambp	MGI:88002	ENSMUSG00000028356
Ambra1	MGI:2443564	ENSMUSG00000040506
Amd1	MGI:88004	ENSMUSG00000075232
Amd2	MGI:1333111	ENSMUSG00000063953
Amdhd1	MGI:1919011	ENSMUSG00000015890
Amdhd2	MGI:2443978	ENSMUSG00000036820
Amelx	MGI:88005	ENSMUSG00000031354
Amer1	MGI:1919595	ENSMUSG00000050332
Amer2	MGI:1919375	ENSMUSG00000021986
Amer3	MGI:3026939	ENSMUSG00000045174
Amfr	MGI:1345634	ENSMUSG00000031751
Amh	MGI:88006	ENSMUSG00000035262
Amhr2	MGI:105062	ENSMUSG00000023047
Amigo1	MGI:2653612	ENSMUSG00000050947
Amigo2	MGI:2145995	ENSMUSG00000048218
Amigo3	MGI:2444854	ENSMUSG00000032593
Ammecr1	MGI:1860206	ENSMUSG00000042225
Ammecr1l	MGI:2442711	ENSMUSG00000041915
Amn	MGI:1934943	ENSMUSG00000021278
Amn1	MGI:2442933	ENSMUSG00000068250
Amot	MGI:108440	ENSMUSG00000041688
Amotl1	MGI:1922973	ENSMUSG00000013076
Amotl2	MGI:1929286	ENSMUSG00000032531
Ampd1	MGI:88015	ENSMUSG00000070385
Ampd2	MGI:88016	ENSMUSG00000027889
Ampd3	MGI:1096344	ENSMUSG00000005686
Amph	MGI:103574	ENSMUSG00000021314
Amt	MGI:3646700	ENSMUSG00000032607
Amy1	MGI:88019	ENSMUSG00000074264
Amz1	MGI:2442258	ENSMUSG00000050022
Amz2	MGI:104837	ENSMUSG00000020610
Anapc1	MGI:103097	ENSMUSG00000014355
Anapc10	MGI:1916249	ENSMUSG00000036977
Anapc11	MGI:1913406	ENSMUSG00000025135
Anapc13	MGI:1916260	ENSMUSG00000035048
Anapc15	MGI:1922680	ENSMUSG00000030649
Anapc16	MGI:1289325	ENSMUSG00000020107
Anapc2	MGI:2139135	ENSMUSG00000026965
Anapc4	MGI:1098673	ENSMUSG00000029176
Anapc5	MGI:1929722	ENSMUSG00000029472
Anapc7	MGI:1929711	ENSMUSG00000029466
Ang	MGI:88022	ENSMUSG00000072115
Ang4	MGI:2656551	ENSMUSG00000060615
Angel1	MGI:1915987	ENSMUSG00000021257
